kategorie,zarizeni,nazev_poskytovatele,adresa_poskytovatele,ico,nazev_zarizeni_poskytovatele,vedouci_zarizeni,adresa_zarizeni_poskytovatele,datum_sluzba_od,forma_poskytovani_soc_sluz,cilova_skupina_klientu,vekova_kategorie,pocet_luzek,provozni_doba,kontakty
odlehčovací služby,Odlehčovací služby (9976890),Josef Strouhal,"Pražská 336, Vyžlovka, 281 63 Kostelec nad Černými Lesy",69634246,SENIOR dům FELICITA,Helena Kožíšková,"Pražská 336, Vyžlovka, 281 63 Kostelec nad Černými Lesy",1.3.2012,pobytové,"osoby s jiným zdravotním postižením
osoby s tělesným postižením
osoby se zdravotním postižením
senioři","dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet lůžek - 14,poskytuje nepřetržitě,"['775 122 404', 'pension.felicita@seznam.cz', 'www.domov-felicita.cz']"
odlehčovací služby,Odlehčovací služby (3635249),JUDr. Hana Kozáková,"Klučov 168, 282 01 Český Brod",69637539,Anna - komplexní domácí péče,JUDr. Hana Kozáková,"Loubská 69/112, Děčín XIII-Loubí, 405 02 Děčín 2",1.8.2014,pobytové,"osoby s chronickým onemocněním
osoby se zdravotním postižením","dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet lůžek - 16,poskytuje nepřetržitě,['neuvedeny']
odlehčovací služby,Odlehčovací služby (8570486),Kamarád - LORM,"Zeyerova 859, Žatec, 438 01 Žatec 1",830437,Odlehčovací služby,Milada Lebdušková,"Zeyerova 859, Žatec, 438 01 Žatec 1",30.4.2015,pobytové,"osoby s kombinovaným postižením
Služba je určena uživatelům s mentálním postižením v kombinaci s tělesným či smyslovým postižením. Zařízení není bezbariérové.
osoby s mentálním postižením","Pobytová služba je poskytována od 3 let věku, ambulantní služba je poskytována od 14 let. Budova není bezbariérová.",počet lůžek - 3,poskytuje nepřetržitě,['neuvedeny']
odlehčovací služby,Odlehčovací služby (8074825),"Klubíčko Beroun, z.ú.","Damilská 172, Tetín, 266 01 Beroun 1",24151262,Penzion Klubíčko Vráž - Centrum služeb pro hadicapované a seniory Odlehčovací služby,Mgr. Barbora Strnadová,"Květnová 109, Vráž, 267 11 Vráž u Berouna",1.1.2012,pobytové,"osoby s chronickým onemocněním
osoby s jiným zdravotním postižením
osoby s kombinovaným postižením
osoby s mentálním postižením
osoby s tělesným postižením
osoby se zdravotním postižením
senioři","mladší děti (7 –10 let)
starší děti (11 – 15 let)
dorost (16 – 18 let)
mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)","počet lůžek - 3
(od 1.1.2019. Do 31.12.2018 počet lůžek 7.)",poskytuje nepřetržitě,"['601 584 384', '722 955 596', 'info@klubickoberoun.cz', 'www.klubickoberoun.cz']"
odlehčovací služby,Odlehčovací služby (8777696),Komplexní domácí péče Hestia s.r.o.,"Dlouhá třída 1510/18d, Město, 736 01 Havířov 1",26861666,Komplexní domácí péče Hestia s.r.o.,Ing. Jiří Ptáček,"Dlouhá třída 1510/18d, Město, 736 01 Havířov 1",1.8.2006,terénní,"osoby s chronickým onemocněním
senioři","dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet klientů - 1,"pondělí:
6:00 - 22:00
úterý:
6:00 - 22:00
středa:
6:00 - 22:00
čtvrtek:
6:00 - 22:00
pátek:
6:00 - 22:00
sobota:
neděle:","['603 472 765', 'hestia@tiscali.cz']"
odlehčovací služby,Odlehčovací služby (2840549),Ledax o.p.s.,"Riegrova 1756/51, České Budějovice 3, 370 01 České Budějovice 1",28068955,Ledax o.p.s.,neuveden,"Nábřeží Svat. Čecha 1055, 374 01 Trhové Sviny",1.10.2018,terénní,"osoby s chronickým onemocněním
osoby s jiným zdravotním postižením
osoby se zdravotním postižením
senioři",od 40 let,"počet klientů - 8
celkem 8 v daný moment - v ORP Č. Budějovice, ORP T. Sviny, ORP Č. Krumlov a ORP Kaplice","pondělí:
7:00 - 15:30
úterý:
7:00 - 15:30
středa:
7:00 - 15:30
čtvrtek:
7:00 - 15:30
pátek:
7:00 - 15:30
sobota:
7:00 - 15:30
neděle:
7:00 - 15:30","['602270724', 'michaela.andrlikova@ledax.cz', 'dohp@ledax.cz', 'http://www.ledax.cz']"
odlehčovací služby,Odlehčovací služby (1347762),Ledax Vysoké Mýto o.p.s.,"Žižkova 913, Litomyšlské Předměstí, 566 01 Vysoké Mýto",28117557,Ledax Vysoké Mýto o.p.s.- odlehčovací služby,Bohdana Turková,"Žižkova 913, Litomyšlské Předměstí, 566 01 Vysoké Mýto",1.1.2017,pobytové,"senioři
Služba je určena osobám od 55 let věku se sníženou soběstačností,především z Pardubického kraje, kteří potřebují pravidelnou pomoc a podporu druhé osoby",Služba je určena pro klienty od 55 let.,"počet lůžek - 6
Od 1.1.2018 bude kapacita služby 6 lůžek.",poskytuje nepřetržitě,"['725 466 547', 'socialni.pracovnik@dsvysokemyto.cz', 'www.dsvysokemyto.cz']"
odlehčovací služby,Odlehčovací služby (5222616),Lucie Brožková,"Dlouhá 1058/19, Lovosice, 410 02 Lovosice 2",75100967,KDP Sluníčko,Mgr. Lucie Brožková,"Žernosecká 2280, Předměstí, 412 01 Litoměřice 1",28.4.2011,terénní,"osoby s chronickým duševním onemocněním
U okruhu osob s chronickým duševním onemocněním se služba poskytuje osobám trpícím Alzheimerovou chorobou a jinými formami demence. Sociální služba je poskytována na území města Lovosice a jeho spádových obcí a na území města Litoměřice a jeho spádových obcí.
osoby s chronickým onemocněním
Sociální služba je poskytována na území Lovosic a jeho spádových obcí.
osoby s kombinovaným postižením
Sociální služba je poskytována na území Lovosic a jeho spádových obcí.
osoby s mentálním postižením
Sociální služba je poskytována na území Lovosic a jeho spádových obcí.
osoby s tělesným postižením
Sociální služba je poskytována na území Lovosic a jeho spádových obcí.
osoby se sluchovým postižením
Sociální služba je poskytována na území Lovosic a jeho spádových obcí.
osoby se zdravotním postižením
Sociální služba je poskytována na území Lovosic a jeho spádových obcí.
osoby se zrakovým postižením
Sociální služba je poskytována na území Lovosic a jeho spádových obcí.
senioři
Sociální služba je poskytována na území Lovosic a jeho spádových obcí.","mladší děti (7 –10 let)
starší děti (11 – 15 let)
dorost (16 – 18 let)
mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)","počet klientů - 4
Po-Pá 7.00 - 15.00 hod. okamžitá kapacita 4/4 pracovníci; 15.00 - 19.00 okamžitá kapacita 1/1 pracovník Mimo tuto časovou dostupnost (svátky a víkendy) je služba poskytována dle klientů.","pondělí:
7:00 - 19:00 - Služba je poskytována i v jiných časech dle potřeb klientů.
úterý:
7:00 - 19:00 - Služba je poskytována i v jiných časech dle potřeb klientů.
středa:
7:00 - 19:00 - Služba je poskytována i v jiných časech dle potřeb klientů.
čtvrtek:
7:00 - 19:00 - Služba je poskytována i v jiných časech dle potřeb klientů.
pátek:
7:00 - 19:00 - Služba je poskytována i v jiných časech dle potřeb klientů.
sobota:
7:00 - 19:00 - Služba je poskytována i v jiných časech dle potřeb klientů.
neděle:
7:00 - 19:00 - Služba je poskytována i v jiných časech dle potřeb klientů.","['606061165', 'radka.svobodova@adpslunicko.cz', 'www.adpslunicko.cz']"
odlehčovací služby,Odlehčovací služby (3995448),Lůžkové a sociální centrum pro seniory o.p.s.,"Resselovo náměstí 113, Chrudim I, 537 01 Chrudim 1",28789563,Lůžkové a sociální centrum pro seniory o.p.s.,Ing. Milan Jiruška,"Obce Ležáků 166, Chrudim III, 537 01 Chrudim 1",1.11.2018,pobytové,senioři,Služba je poskytována klientům od 55 let.,počet lůžek - 5,poskytuje nepřetržitě,"['777 103 690', 'domovsenioru1@chrudim.cz', 'www.domovsenioruchrudim.cz']"
odlehčovací služby,Odlehčovací služby (6172442),MAJA domácí a hospicová péče s.r.o.,"Bludovice 20, 741 01 Nový Jičín 1",3598225,MAJA domácí a hospicová péče s.r.o.,Bc. Marie Jurošková,"Dobrovského 35/1, Nový Jičín, 741 01 Nový Jičín 1",7.4.2016,terénní,"osoby s chronickým onemocněním
osoby s jiným zdravotním postižením
osoby s kombinovaným postižením
osoby s tělesným postižením
osoby se sluchovým postižením
osoby se zdravotním postižením
osoby se zrakovým postižením
senioři","Od 27 let Osoby se sníženou soběstačností, které potřebují pomoc jiné osoby a o které je pečováno v domácím prostředí. Osoby se zdravotním postižením po neurolog.onemocněních, úrazech, vyžadující další péči.",počet klientů - 20,poskytuje nepřetržitě,"['603 735 247', '732 886 662', 'majadomacipece@seznam.cz']"
odlehčovací služby,Odlehčovací služby (3316328),Malyra s.r.o.,"Na Návsi 44, Veselá, 295 01 Mnichovo Hradiště",29130140,Malyra s.r.o. - Dům Ludmila - odlehčovací služby,Bc. Kamila Sedláková,"Na Návsi 44, Veselá, 295 01 Mnichovo Hradiště",1.10.2017,pobytové,"osoby s kombinovaným postižením
osoby s mentálním postižením
osoby s tělesným postižením
osoby se zdravotním postižením
senioři","dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet lůžek - 4,poskytuje nepřetržitě,['neuvedeny']
odlehčovací služby,Odlehčovací služby (1755592),Medicína Litvínov s. r. o.,"Podkrušnohorská 1596, Horní Litvínov, 436 01 Litvínov 1",47310189,Odlehčovací služba SENMED,"Bc. Anna Hlavničková, DiS.","Dělnická 109, Meziboří, 435 13 Meziboří u Litvínova",1.9.2018,pobytové,"osoby se zdravotním postižením
senioři","dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet lůžek - 10,poskytuje nepřetržitě,"['775182385', 'A.Hlavnickova@seznam.cz', 'www.mezibori.ahc.cz']"
odlehčovací služby,Odlehčovací služby (9529175),Město Bílovec,"Slezské náměstí 1/1, Bílovec, 743 01 Bílovec 1",297755,Odlehčovací služby,Bc. Vlasta Szotkowská,"Opavská 600/45, Bílovec, 743 01 Bílovec 1",3.5.2017,pobytové,"osoby s tělesným postižením
osoby se zdravotním postižením
senioři","mladší senioři (65 – 80 let)
starší senioři (nad 80 let)","počet lůžek - 5
5",poskytuje nepřetržitě,"['556 801 592', '739 379 001', '556 801 232', '556 801 956', 'ds.bilovec@seznam.cz', 'vlasta.szotkowska@bilovec.cz', 'www.dsbilovec.cz']"
odlehčovací služby,Odlehčovací služby (9132305),Město Nový Jičín,"Masarykovo nám. 1/1, Nový Jičín, 741 01 Nový Jičín 1",298212,Pohoda,Mgr. Alice Hynčicová,"Pod Lipami 2006/19, Nový Jičín, 741 01 Nový Jičín 1",1.6.2012,pobytové,senioři,"mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet lůžek - 8,poskytuje nepřetržitě,"['556 778 300', 'ps.skalky@novyjicin-town.cz', 'www.psnj.cz']"
odlehčovací služby,Odlehčovací služby (6774569),Město Štětí,"Mírové nám. 163, 411 08 Štětí",264466,Dům s chráněnými byty,Mgr. Pavla Lípová,"U cementárny 452, 411 08 Štětí",1.7.2009,pobytové,"osoby s chronickým onemocněním
osoby se zdravotním postižením
senioři","mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet lůžek - 2,poskytuje nepřetržitě,"['416813700', '416812356', 'mesto@steti.cz', 'http://www.steti.cz']"
odlehčovací služby,Odlehčovací služby (8756058),Městská správa sociálních služeb Kadaň,"Věžní 958, Kadaň, 432 01 Kadaň 1",65642481,Městská správa sociálních služeb Kadaň,"Mgr. Lenka Raadová, MBA","Věžní 958, Kadaň, 432 01 Kadaň 1",1.7.2012,pobytové,"osoby s tělesným postižením
osoby se zdravotním postižením
senioři","Služba je poskytována osobám z cílových skupin od věku 62 let, kteří jsou závislí na pomoci jiné fyzické osoby.","počet klientů - 4
Služba je poskytována osobám, kteří jsou závislí na pomoci jiné fyzické osoby. Pobyt je umožněn max. 4 osobám stejného pohlaví.",poskytuje nepřetržitě,"['474699700', 'mssskadan@seznam.cz', 'http://www.messskadan.unas.cz']"
odlehčovací služby,Odlehčovací služby (1248456),"Městské centrum komplexní péče Benátky nad Jizerou, příspěvková organizace","náměstí 17. listopadu 593, Benátky nad Jizerou II, 294 71 Benátky nad Jizerou 1",75154617,Městské centrum komplexní péče,Mgr. Emilie Kalová,"náměstí 17. listopadu 593, Benátky nad Jizerou II, 294 71 Benátky nad Jizerou 1",1.1.2009,pobytové,"osoby s jiným zdravotním postižením
osoby s kombinovaným postižením
senioři",- 18 let a výše,počet lůžek - 10,poskytuje nepřetržitě,"['326 362 283', '702 067 618', '326 362 283', 'kalova@mestske-centrum-benatky.cz', 'www.mestske-centrum-benatky.cz']"
odlehčovací služby,Odlehčovací služby (7157824),Městské centrum sociálně rehabilitačních služeb - domov pro seniory,"Baldovská 638, Týnské Předměstí, 344 01 Domažlice 1",48344958,Odlehčovací služba,Bc. MIchaela Wendlová,"Prokopa Velikého 689, Týnské Předměstí, 344 01 Domažlice 1",10.4.2018,pobytové,"osoby se zdravotním postižením
senioři","dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)","počet lůžek - 10
Jedná se o okažitou kapacitu.",poskytuje nepřetržitě,"['379 484 510', 'socialni@soc-sluzbymestadomazlice.cz', 'reditelka@soc-sluzbymestadomazlice.cz', 'www.soc-sluzbymestadomazlice.cz']"
odlehčovací služby,Odlehčovací služby (3357963),Městské středisko sociálních služeb MARIE,"Bartoňova 1998, Náchod, 547 01 Náchod 1",70947589,Domov pro seniory Marie,Alena Dítětová,"Bartoňova 1998, Náchod, 547 01 Náchod 1",1.1.2007,pobytové,"osoby se zdravotním postižením
senioři",- osoby se zdravotním postižením od 27 let; - senioři od 65 let,počet lůžek - 4,poskytuje nepřetržitě,"['491 423 478', 'stredisko.marie@messs-na.cz', 'http://www.messs-na.cz']"
odlehčovací služby,Odlehčovací služby (4075651),Městské středisko sociálních služeb Oáza,"T. G. Masaryka 1424, Nové Město nad Metují, 549 01 Nové Město nad Metují 1",62730631,Městské středisko sociálních služeb Oáza,"Lucie Malá, DiS.","T. G. Masaryka 1424, Nové Město nad Metují, 549 01 Nové Město nad Metují 1",1.1.2007,pobytové,"osoby s chronickým onemocněním
Osoby žijící zpravidla v okruhu 25 km od Nového Města nad Metují, zejména však obyvatelé Nového Města nad Metují a obcí správního obvodu Městského úřadu Nové Město nad Metují, kteří však nepotřebují specializovanou péči ve zdravotnickém zařízení nebo nepřetržitý osobní dohled.
osoby se zdravotním postižením
Osoby žijící zpravidla v okruhu 25 km od Nového Města nad Metují, zejména však obyvatelé Nového Města nad Metují a obcí správního obvodu Městského úřadu Nové Město nad Metují, kteří však nepotřebují specializovanou péči ve zdravotnickém zařízení nebo nepřetržitý osobní dohled.
senioři
Osoby žijící zpravidla v okruhu 25 km od Nového Města nad Metují, zejména však obyvatelé Nového Města nad Metují a obcí správního obvodu Městského úřadu Nové Město nad Metují, kteří však nepotřebují specializovanou péči ve zdravotnickém zařízení nebo nepřetržitý osobní dohled.",- senioři od 65 let - osoby s chronickým onemocněním a osoby se zdravotním postižením zejména od 57 let,počet lůžek - 5,poskytuje nepřetržitě,"['491 470 476', 'reditel@msss.cz', 'http://www.msss.cz']"
odlehčovací služby,Odlehčovací služby (1590533),"Městský ústav sociálních služeb Jirkov, příspěvková organizace","U Dubu 1562, Jirkov, 431 11 Jirkov 1",46787682,"Městský ústav sociálních služeb, příspěvková organizace",Mgr. Eva Šulcová,"U Dubu 1562, Jirkov, 431 11 Jirkov 1",1.1.2008,pobytové,"osoby s chronickým duševním onemocněním
Služba je určena osobám, které mají sníženou soběstačnost z důvodu stařecké demence, Alzheimerovy demence a jiných typů demence.
osoby s chronickým onemocněním
osoby se zdravotním postižením
senioři
Služba je poskytována uživatelům, kteří mají sníženou soběstačnost v úkonech, které provází běžnou denní činnost. Cílem služby je návrat klienta do původního prostředí, tak, aby byl schopen žít v domácím prostředí a mohl čerpat sociální službu.",Osobám od 18 let.,"počet lůžek - 30
Změna kapacity s účinností od 01.01.2016.",poskytuje nepřetržitě,"['+420474684432', 'info@meussj.cz', 'http://www.meussj.cz']"
odlehčovací služby,Odlehčovací služby (8647982),"Městský ústav sociálních služeb Klášterec nad Ohří, příspěvková organizace","Lípová 545, Klášterec nad Ohří, 431 51 Klášterec nad Ohří 1",65082125,"Městský ústav sociálních služeb Klášterec nad Ohří, příspěvková organizace",Miroslava Lizáková,"Lípová 545, Klášterec nad Ohří, 431 51 Klášterec nad Ohří 1",1.11.2008,pobytové,"osoby se zdravotním postižením
senioři","mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)","počet lůžek - 4
účinnost okamžité kapacity 4 od 01. 01. 2017",poskytuje nepřetržitě,"['608262718', 'lizakova@mussklasterec.cz', 'www.mussklasterec.cz']"
odlehčovací služby,Odlehčovací služby (3296442),Modrý klíč o.p.s.,"Smolkova 567/2, Praha 12-Kamýk, 142 00 Praha 411",29139376,Modrý klíč o.p.s.,neuveden,"Smolkova 566/4, Praha 12-Kamýk, 142 00 Praha 411",22.3.2013,pobytové,"osoby s kombinovaným postižením
osoby s mentálním postižením",od 3 do 64 let,počet lůžek - 10,"pondělí:
0:01 - 7:00 - zpravidla každý druhý víkend
úterý:
středa:
čtvrtek:
pátek:
17:00 - 23:59 - zpravidla každý druhý víkend
sobota:
0:01 - 23:59 - zpravidla každý druhý víkend
neděle:
0:01 - 23:59 - zpravidla každý druhý víkend","['241 715 375', '241 714 255', 'modryklic@modry-klic.cz', 'http://www.modry-klic.cz']"
odlehčovací služby,Odlehčovací služby (8609012),"Nalžovický zámek, poskytovatel sociálních služeb","Nalžovice 14, 262 93 Nalžovice",42727243,"Nalžovický zámek, p.s.s.",Mgr. Lenka Mottlová,"Kamýk nad Vltavou 140, 262 63 Kamýk nad Vltavou",1.7.2016,pobytové,osoby s mentálním postižením,- 6 - 36 let,"počet lůžek - 12
Služba je poskytována jako pobytová služba v termínech uvedených na webových stránkách poskytovatele.","pondělí:
do 6:00
úterý:
středa:
čtvrtek:
pátek:
od 20:00
sobota:
nepřetržitě
neděle:
nepřetržitě","['318 864 122', 'reditelka@domov-nalzovice.cz', 'www.domov-nalzovice.cz']"
